Market_Date,SPY_Close,SPY_High,SPY_Low,SPY_Open,SPY_Volume,VGT_Close,VGT_High,VGT_Low,VGT_Open,VGT_Volume,VIX Close,VIX High,VIX Low,VIX Open,VTI_Close,VTI_High,VTI_Low,VTI_Open,VTI_Volume,close,high,low,open,volume
10/2/08 0:00,111.85,115.11,111.06,114.95,366000000,43.5,45.46,43.37,45.46,86612,45.26,46.48,39.82,39.82,55.67,58.06,55.5,57.89,2146855,4.14,4.85,4.13,4.6,24982270
10/3/08 0:00,110.34,115.45,109.68,112.86,462000000,42.95,45.12,42.95,44.21,128651,45.14,45.52,41.51,45.22,54.82,57.51,54.63,56.5,2656977,4.53,4.81,4.21,4.32,38175092
10/6/08 0:00,104.72,107.62,100.64,107.15,611000000,41.29,42.03,39.4,42,229231,52.05,58.24,45.12,45.12,52.91,53.44,50.04,53.3,8437402,4.23,4.36,4.01,4.26,26604582
10/7/08 0:00,100.03,107.33,99.65,106.84,540000000,38.75,41.74,38.75,41.67,195249,53.68,54.19,47.03,52.05,49.68,53.38,49.6,53.18,3767968,4.59,5.56,4.23,5.27,79716888
10/8/08 0:00,97.51,102.18,96.81,97.52,726000000,38.43,40.04,37.49,37.84,198028,57.53,59.06,51.9,53.68,48.73,50.72,47.87,48.39,4013304,4.05,4.74,3.99,4.45,46043448
10/9/08 0:00,90.7,100.62,90.25,99.66,535000000,37.46,39.78,36.82,38.92,178457,63.92,64.92,52.54,57.57,45.67,50.07,45.2,49.57,5656956,4.04,4.44,4.04,4.22,29109874
10/10/08 0:00,88.5,93.94,83.58,86.76,872000000,37.1,38.25,34.35,36.04,341198,69.95,76.94,65.63,65.85,44.35,46.95,41.72,43.17,7939026,3.81,4.3,3.51,3.85,33001742
10/13/08 0:00,101.35,101.35,89.95,93.87,457000000,41.17,41.34,38.32,38.96,248448,54.99,71.42,54.69,69.95,50.04,50.23,46.66,47.05,7777798,4.21,4.25,3.91,4.24,16163640
10/14/08 0:00,99.85,105.53,97.11,104.7,547000000,39.56,43.48,39.03,43.48,185248,55.13,59.81,46.35,55.1,49.61,53.5,48.31,52.8,8395338,4.27,4.52,4.15,4.5,27722108
10/15/08 0:00,90.02,97.8,89.71,97.46,485000000,36.42,39.1,36.42,38.98,197074,69.25,69.47,55.69,55.69,44.97,48.64,44.86,48.48,4040854,3.91,4.27,3.91,4.27,23162592
10/16/08 0:00,93.77,94.77,86.54,91.29,709000000,38.24,38.24,34.82,36.73,211810,67.61,81.17,66.51,69.21,47.04,47.05,42.95,45.24,3861908,4.12,4.23,3.65,4.01,29122988
10/17/08 0:00,93.21,98.59,91.65,91.99,477000000,38.15,39.8,37.16,37.71,386579,70.33,74.48,59.82,67.65,46.6,48.9,45.52,45.62,4685127,4.21,4.52,4.09,4.4,38930968
10/20/08 0:00,98.81,99.1,94.09,95.35,321000000,39.34,39.39,37.72,39.04,80654,52.97,70.4,52.7,70.4,48.99,48.99,46.95,47.58,3323000,4.11,4.31,4,4.25,22556604
10/21/08 0:00,95.86,98.64,95.22,96.97,357000000,37.26,39.02,37.23,38.97,256774,53.11,56.37,50.91,52.95,47.51,49,47.35,48.44,5601159,3.91,4.08,3.88,4.03,13706226
10/22/08 0:00,90.64,95.86,87.53,93.2,516000000,35.77,37,34.76,36.79,182343,69.65,72.56,60.05,63.12,44.86,46.51,43.57,46.31,7076950,3.62,3.91,3.59,3.86,15952004
10/23/08 0:00,91.69,92.45,85.81,90.29,635000000,35.49,36.24,33.84,35.94,489240,67.8,79.43,64.43,68.03,45.42,45.78,42.47,44.95,8369623,3.28,3.68,3.2,3.62,23892352
10/24/08 0:00,87.04,89.92,84,84.06,546000000,34.47,35.28,33.13,33.73,202503,79.13,89.53,67.8,67.8,43.24,44.36,41.4,41.4,9436401,3.03,3.19,2.78,2.91,25578444
10/27/08 0:00,83.95,89.51,83.7,85.97,400000000,33.57,35.16,33.51,34,238563,80.06,81.65,65.9,79.13,41.84,44.07,41.75,42.5,11272515,2.94,3.02,2.84,2.96,16613392
10/28/08 0:00,93.76,94.24,84.53,87.34,640000000,37.04,37.07,33.78,34.67,218680,66.96,78.98,65.66,73.3,46.04,46.04,41.63,42.99,11192781,2.84,3.14,2.65,3.13,24955018
10/29/08 0:00,93.08,97.17,92.1,93.77,531000000,36.96,38.07,36.5,36.86,184870,69.96,71.14,62.72,66.96,45.58,47.8,45.45,45.5,13198473,2.98,3.15,2.86,3,19947284
10/30/08 0:00,96.3,96.54,92.9,95.78,415000000,37.73,38.14,36.98,37.88,291948,62.9,69.83,62.67,69.83,47.12,47.6,45.88,47.46,17878236,3.56,3.59,3.15,3.2,24332396
10/31/08 0:00,96.83,98.57,94.48,95.08,411000000,38.07,38.59,37.08,37.32,272937,59.89,65.85,56.73,62.93,48.16,48.79,46.72,47.33,19027506,3.5,3.71,3.36,3.4,16625810
11/3/08 0:00,97.11,97.69,95.95,96.78,206000000,37.78,38.23,37.54,37.89,423396,53.68,60.77,53.63,60.17,48,48.47,47.58,48.06,7864168,3.61,3.87,3.54,3.59,17860300
11/4/08 0:00,100.41,100.86,96.71,99.06,347000000,39.06,39.13,38.01,38.52,546288,47.73,53.68,44.25,53.68,49.73,49.89,48.67,49.13,9068195,3.8,3.84,3.6,3.82,20914212
11/5/08 0:00,96.19,100.71,95,99.2,390000000,36.99,38.69,36.89,38.58,770750,54.56,55.62,46.87,47.73,47.27,49.58,47.11,49.17,22995044,3.55,3.79,3.54,3.68,13402356
11/6/08 0:00,90.86,95.44,90.06,94.46,478000000,35.04,36.69,34.88,36.5,419919,63.68,64.78,55.6,56.71,44.95,47.21,44.67,46.78,21517464,3.17,3.5,3.09,3.47,20308284
11/7/08 0:00,93.86,94,90.86,91.65,381000000,35.86,36.05,35.14,35.43,439818,56.1,63.68,56.03,63.68,46.11,46.2,45,45.41,17076094,3.16,3.41,3.06,3.25,15485434
11/10/08 0:00,92.63,95.53,90.92,95.21,302000000,35.23,36.72,34.83,36.71,326395,59.98,62.09,54.63,56.09,45.6,47.28,44.95,47.17,9280196,3.04,3.29,3.01,3.29,8401863
11/11/08 0:00,89.77,92.14,88.65,90.76,419000000,34.44,35.13,33.98,34.85,255485,61.44,64.73,58.58,59.98,44.56,45.45,43.81,44.95,34453244,2.96,3.06,2.83,3.01,10509290
11/12/08 0:00,85.82,90.15,85.12,88.23,454000000,32.77,34,32.69,33.78,292159,66.46,67.19,61.52,61.52,42.28,43.89,42.08,43.64,26164300,2.57,2.89,2.57,2.87,20544654
11/13/08 0:00,91.17,91.73,82.09,86.13,754000000,34.69,34.7,30.95,32.55,611298,59.83,69.99,58.66,66.45,45.07,45.2,40.44,42.5,33461620,2.7,2.75,2.3,2.71,28120384
11/14/08 0:00,86.62,92.06,86.52,89.41,540000000,32.94,34.6,32.87,33.79,100622,66.31,66.31,59.75,62.6,43.15,45.32,43.01,44,13628196,2.43,2.66,2.37,2.65,23803200
11/17/08 0:00,85.47,88.56,85.16,86.38,416000000,32.15,33.14,32,32.47,107834,69.15,69.59,65.1,69.57,42.02,43.59,41.97,42.57,15959665,2.5,2.65,2.47,2.5,14355000
11/18/08 0:00,87.08,87.22,82.91,85.15,524000000,32.42,32.67,31.27,32.44,176373,67.64,73.13,67.18,70.09,42.41,42.83,40.81,41.99,21076614,2.5,2.69,2.4,2.68,13317138
11/19/08 0:00,81.5,86.87,80.92,85.91,559000000,30.65,32.84,30.64,32.3,181714,74.26,75,67.34,68.46,39.84,42.68,39.73,42.32,17834296,2.12,2.54,2.11,2.51,17283826
11/20/08 0:00,75.45,82.51,75.05,80.13,814000000,29.27,31.46,29.12,30.22,232353,80.86,81.48,72.76,74.26,37.18,40.37,36.81,39.33,22540540,1.91,2.15,1.88,2.1,22740876
11/21/08 0:00,79.52,80.9,74.34,77.46,719000000,30.74,30.76,28.85,29.68,194189,72.67,80.74,71.63,80.74,39.29,39.37,36.32,37.97,18959036,1.82,2.02,1.62,1.99,22947220
11/24/08 0:00,85.03,86.99,80.36,81.92,523000000,32.51,32.87,31.07,31.16,281248,64.7,71.35,61.81,71.19,41.63,42.49,39.68,40,42316184,1.86,1.94,1.75,1.9,22669692
11/25/08 0:00,85.66,87.51,83.82,87.3,454000000,32.37,33.01,31.69,33.01,192054,60.9,65.49,60.25,64.76,42.21,42.76,41.03,42.7,29996940,1.8,1.96,1.78,1.92,16335972
11/26/08 0:00,88.97,89.19,84.24,84.3,370000000,33.7,33.7,31.75,31.75,129082,54.92,62.5,54.62,60.9,43.77,43.85,41.33,41.4,21950076,2.13,2.17,1.8,1.85,23993706
11/28/08 0:00,90.09,90.13,88.48,88.63,120000000,33.64,33.65,33.27,33.39,213249,55.28,56.82,50.5,56.02,44.3,44.3,43.51,43.59,4245828,2.36,2.37,2.15,2.2,8960181
12/1/08 0:00,82.11,87.55,81.86,87.51,371000000,31.2,32.97,31.16,32.86,290164,68.51,68.6,60.36,60.47,40.34,43.12,40.2,43.09,11007692,2,2.33,1.98,2.31,17180948
12/2/08 0:00,85.27,85.49,82.04,83.47,470000000,32.21,32.26,31.01,31.62,325343,62.98,67.01,62.31,66.68,41.93,41.97,40.39,41.04,10204198,2.03,2.15,1.96,2.1,13840838
12/3/08 0:00,87.32,87.83,83.14,83.4,520000000,32.96,32.99,31.3,31.3,238806,60.72,65.37,60.18,62.98,43.01,43.12,40.84,40.98,13822972,2.2,2.37,1.92,1.95,31258204
12/4/08 0:00,85.3,88.05,83.74,86.06,444000000,31.77,32.93,31.18,32.34,81680,63.64,65.08,60.21,62.19,41.73,43.33,41.07,42.39,9723284,2.08,2.35,1.92,2,32672656
12/5/08 0:00,87.93,88.42,82.24,83.65,472000000,32.99,32.99,30.67,31.21,264015,59.93,66.54,59.26,63.64,43.21,43.45,40.36,41.08,25469492,2.13,2.22,2,2.05,18832976
12/8/08 0:00,91,92.38,88.08,90.34,413000000,34.46,34.9,33.59,33.7,254840,58.49,59.87,57.35,58.86,44.86,45.41,44.17,44.45,9452757,2.1,2.3,2.02,2.25,22654436
12/9/08 0:00,89.5,92.13,88.98,90.37,371000000,34.46,35.42,33.86,33.99,261832,58.91,59.57,56.37,59.48,44.04,45.38,43.74,44.49,11438416,2.27,2.29,2.01,2.05,22854848
12/10/08 0:00,90.11,91.36,89,90.32,396000000,34.43,35.07,34.17,34.57,136058,55.73,58.91,53.79,58.91,44.54,45.02,43.84,44.44,7437895,2.2,2.3,2.19,2.27,11249539
12/11/08 0:00,87.94,91,87.37,89.54,366000000,33.42,34.68,33.31,34.18,138484,55.78,56.44,52.94,55.08,43.29,44.83,42.92,44.14,6746156,2.2,2.28,2.1,2.17,10984141
12/12/08 0:00,88.99,89.07,85.2,85.55,415000000,34.13,34.26,32.75,32.77,157192,54.28,58.84,54.26,55.78,43.72,43.81,42,42.05,7858134,2.28,2.32,2.05,2.11,14431561
12/15/08 0:00,87.75,89.15,86.29,89.02,257000000,33.69,34.35,33.24,34.35,109510,56.76,58.49,55.68,55.68,43,44,42.45,43.91,8839794,2.21,2.35,2.15,2.26,6393949
12/16/08 0:00,91.88,92.02,88.18,88.3,378000000,35.22,35.29,33.85,33.85,165923,52.37,56.76,50.91,56.76,45.26,45.31,43.44,43.5,8987984,2.25,2.28,2.15,2.28,10897662
12/17/08 0:00,90.99,92.43,90.06,90.84,288000000,34.88,35.33,34.39,34.78,274719,49.84,52.19,49.36,52,44.93,45.69,44.47,44.8,7840719,2.29,2.3,2.18,2.21,8438477
12/18/08 0:00,89.29,91.67,88.21,91.4,375000000,33.99,34.95,33.62,34.87,198314,47.34,49.84,44.5,49.84,44.15,45.34,43.63,45.19,8333807,2.23,2.34,2.2,2.26,12659965
12/19/08 0:00,88.19,90.62,88.09,89.1,302000000,34.47,34.89,34.21,34.21,213186,44.93,46.01,41.29,46.01,44.11,45.1,43.98,44.47,6242704,2.27,2.33,2.18,2.33,13528874
12/22/08 0:00,87.06,88.67,85.49,88.58,244000000,33.3,34.03,32.68,34.03,256173,44.56,46.69,42.75,44.93,43.16,43.97,42.36,43.96,9594571,2.02,2.26,1.93,2.26,16355779
12/23/08 0:00,86.16,87.93,85.8,87.53,222000000,33.02,33.7,32.78,33.33,190261,45.02,45.39,41.68,43.19,42.7,43.57,42.5,43.4,10094598,1.96,2.08,1.95,2.07,10142276
12/24/08 0:00,86.66,86.87,86,86.45,62142420,33.09,33.18,32.89,33.06,156727,44.21,45.02,44.15,45.02,42.87,43.03,42.55,42.78,2333644,1.99,2.03,1.97,1.98,2912312
12/26/08 0:00,87.16,87.3,86.5,87.24,74775824,33.13,33.23,32.95,33.23,116410,43.38,44.36,42.92,44.27,43.32,43.32,42.86,43.25,3522842,2.18,2.21,2.04,2.1,9547851
12/29/08 0:00,86.91,87.33,85.6,87.24,128000000,32.88,33.2,32.46,33.2,203580,43.9,46.24,42.16,43.35,42.99,43.26,42.36,43.25,6012283,2.1,2.27,2.06,2.26,11003881
12/30/08 0:00,88.97,89.05,86.88,87.51,169000000,33.69,33.71,33.03,33.03,227228,41.63,44.29,41.63,43.99,44.12,44.12,43.11,43.29,8725889,2.21,2.21,2.1,2.13,10322035
12/31/08 0:00,90.24,90.97,88.87,89.08,194000000,34.05,34.43,33.62,33.62,157740,40,41.63,37.96,41.63,44.74,45.13,44.02,44.14,6681305,2.16,2.2,2.11,2.2,10236735
1/2/09 0:00,92.96,93.44,89.85,90.44,228000000,35.42,35.52,34.01,34.11,112905,39.19,39.82,36.88,39.58,46.03,46.26,44.56,44.88,7315987,2.38,2.43,2.17,2.19,13837209
1/5/09 0:00,92.85,94.55,91.89,92.63,241000000,35.4,35.85,35,35.16,218429,39.08,40.22,38.3,39.24,46.02,46.41,45.5,45.89,7419060,2.67,2.68,2.35,2.37,19337614
1/6/09 0:00,93.47,94.45,92.68,93.64,328000000,36.51,36.92,35.83,35.83,396383,38.56,39.33,37.34,38.06,46.4,46.86,46.01,46.5,7688351,2.78,2.85,2.55,2.75,23899128
1/7/09 0:00,90.67,92.26,90.2,92,281000000,35.26,35.89,35.07,35.86,283093,43.39,43.82,40.12,40.29,45.1,45.83,44.81,45.71,6382291,2.66,2.72,2.55,2.72,14032158
1/8/09 0:00,91.04,91.09,89.67,90.16,264000000,35.56,35.59,34.82,35.23,258468,42.56,44.6,42.56,43.38,45.3,45.31,44.57,44.8,5518385,2.74,2.74,2.51,2.64,13412977
1/9/09 0:00,89.09,91.32,85.36,91.16,331000000,34.73,35.6,34.56,35.59,298391,42.82,43.13,41.05,41.18,44.19,45.42,44.15,45.37,5931809,2.69,2.83,2.63,2.79,9734103
1/12/09 0:00,86.95,88.91,86.41,88.84,278000000,34.15,34.76,33.82,34.7,146738,45.84,46.62,41.94,42.06,43.22,44.2,42.9,44.14,5924208,2.52,2.69,2.45,2.69,13088992
1/13/09 0:00,87.11,87.88,86.2,86.73,357000000,34.14,34.47,33.75,34.06,250006,43.27,47.08,43.23,45.84,43.28,43.59,42.84,43.03,8492361,2.38,2.47,2.3,2.42,21161214
1/14/09 0:00,84.37,85.75,83.16,85.54,436000000,32.96,33.76,32.71,33.53,156993,49.14,51.55,46.14,46.24,41.87,42.63,41.58,42.51,6675661,2.15,2.3,2.11,2.29,14823493
1/15/09 0:00,84.4,85.25,81.72,84.12,534000000,33.15,33.41,32.08,32.81,326994,51,55.16,49.14,49.14,42.02,42.44,40.57,41.81,9363581,2.26,2.3,2.05,2.15,16124091
1/16/09 0:00,85.06,85.99,83.05,85.86,399000000,33.47,33.84,32.64,33.68,141880,46.11,51,45.96,51,42.33,42.77,41.31,42.76,9328810,2.29,2.4,2.2,2.32,15185543
1/20/09 0:00,80.57,85.06,80.05,84.23,420000000,31.73,33.45,31.71,33.43,295440,56.65,57.36,49.27,50.12,40.13,42.07,40.03,42,9230682,2,2.29,2,2.23,12995098
1/21/09 0:00,84.05,84.24,80.47,81.94,365000000,33.31,33.35,32,32.28,308713,46.42,54.12,46.15,51.52,41.77,41.88,40,40.77,8915113,2.25,2.25,2.03,2.05,11918032
1/22/09 0:00,82.75,84.04,81.17,82.42,428000000,32.59,34.55,32,32.53,391207,47.29,51.76,46.51,50.65,41.05,41.75,40.31,40.95,13116496,2.02,2.18,1.97,2.15,21451460
1/23/09 0:00,83.11,83.99,80.57,80.9,387000000,33.02,33.47,31.89,31.99,405152,47.27,51.11,46.43,50.39,41.3,41.72,40,40.14,11838902,2.07,2.23,1.86,1.86,26602508
1/26/09 0:00,83.68,85.36,82.81,83.59,318000000,33.29,33.87,32.92,33.1,251228,45.69,47.93,44.29,47.89,41.53,42.41,41.09,41.51,8307721,2.01,2.14,2,2.08,15754290
1/27/09 0:00,84.53,85.15,83.3,84.13,274000000,33.82,33.99,33.3,33.38,261616,42.25,45.93,42.2,45.11,42.02,42.26,41.48,41.78,7170976,2.14,2.19,2.04,2.06,12923869
1/28/09 0:00,87.39,87.95,86.07,86.4,330000000,34.84,35.11,34.26,34.35,196753,39.66,42.25,38.09,42.25,43.47,43.7,42.76,42.9,7719440,2.35,2.45,2.17,2.23,19556954
1/29/09 0:00,84.55,87.49,84.47,86.11,295000000,33.78,34.4,33.71,34.4,143004,42.63,43.03,41.12,41.34,42.04,43.55,41.96,42.81,5493053,2.2,2.29,2.18,2.29,8306201
1/30/09 0:00,82.83,85.4,82.21,84.98,383000000,32.9,33.99,32.8,33.93,131154,44.84,45.53,42.09,42.63,41.14,42.38,40.85,42.21,6640132,2.19,2.29,2.16,2.22,11038392
2/2/09 0:00,82.58,83.18,81.31,81.57,288000000,33.33,33.57,32.52,32.52,148170,45.52,49.54,45.26,49.42,41.07,41.34,40.41,40.54,7746438,2.15,2.22,2.07,2.15,8111345
2/3/09 0:00,83.74,84.36,82.22,83.1,278000000,33.87,33.97,32.86,33.43,145919,43.06,45.52,42.43,45.52,41.65,41.91,40.88,41.31,6198933,2.21,2.23,2.11,2.16,8596170
2/4/09 0:00,83.33,85.37,83.04,84.3,323000000,34.05,34.83,33.92,33.97,222136,43.85,44.52,41.39,43.06,41.43,42.42,41.3,41.86,8232262,2.27,2.51,2.15,2.22,15477626
2/5/09 0:00,84.57,85.29,77.73,82.7,418000000,34.72,35.08,33.53,33.63,288091,43.73,46.23,42.32,43.83,42.09,42.41,40.85,41.14,6155401,2.36,2.44,2.21,2.26,17011760
2/6/09 0:00,86.98,87.34,84.68,84.86,366000000,35.9,36.13,34.84,34.99,93123,43.37,43.71,41.2,43.71,43.3,43.42,42.09,42.19,5202875,2.41,2.47,2.33,2.42,12618460
2/9/09 0:00,87.1,87.74,86.32,86.96,240000000,36.05,36.22,35.7,35.98,69566,43.64,45.45,43.04,45.4,43.31,43.65,42.94,43.3,3846980,2.36,2.41,2.33,2.36,9922018
2/10/09 0:00,83.11,87.03,82.45,86.27,536000000,34.64,36.2,34.4,35.83,246812,46.67,48.12,44.18,45.14,41.33,43.33,41.07,42.92,8626510,2.11,2.4,2,2.36,24520018
2/11/09 0:00,83.6,84.05,82.4,83.45,325000000,34.72,34.96,34.23,34.72,109315,44.53,46.67,44.5,46.67,41.58,41.84,41,41.58,7875170,2.15,2.21,2.09,2.16,11799302
2/12/09 0:00,83.66,83.82,81.05,82.17,469000000,34.96,34.97,33.88,34.19,160266,41.25,47.58,41.21,44.52,41.69,41.76,40.36,40.94,8848788,2.28,2.3,2.11,2.18,12085117
2/13/09 0:00,82.76,84.24,82.74,83.55,294000000,34.92,35.38,34.79,34.88,90263,42.93,43.02,40.73,41.6,41.27,41.97,41.24,41.61,5400592,2.42,2.46,2.25,2.3,15058817
2/17/09 0:00,79.22,82.96,79.17,80.16,479000000,33.37,33.93,33.32,33.8,103927,48.66,51.18,46.96,48.14,39.49,40.17,39.47,39.94,10270929,2.37,2.4,2.28,2.3,15593366
2/18/09 0:00,79.03,79.94,78.28,79.79,363000000,33.5,33.92,33.06,33.56,77316,48.46,50.29,46,48.66,39.36,39.82,38.98,39.81,9828430,2.2,2.5,2.12,2.35,18643182
2/19/09 0:00,78.18,80.15,78.02,79.84,317000000,32.46,33.61,32.38,33.57,154037,47.08,48.54,44.81,48.54,38.94,39.91,38.79,39.71,6116610,2.12,2.3,2.11,2.3,12278669
2/20/09 0:00,77.42,78.34,75.77,76.73,477000000,32.46,32.75,31.93,31.93,109496,49.3,52.04,47.08,47.08,38.48,38.95,37.65,38.14,9978810,2.03,2.13,2,2.07,12691080
2/23/09 0:00,74.65,78.27,74.59,78.27,380000000,31.12,32.68,31,32.54,116940,52.62,53.16,48.97,49.3,37.17,38.92,37.07,38.92,7559661,2.02,2.09,2.01,2.09,10437571
2/24/09 0:00,77.48,77.95,74.7,75.29,426000000,32.03,32.3,31.13,31.21,74203,45.49,52.56,44.28,52.5,38.52,38.74,37.15,37.4,8534404,2.12,2.18,2.02,2.05,12784210
2/25/09 0:00,76.87,78.42,75.63,77.14,462000000,32.08,32.68,31.33,31.94,84708,44.67,47.23,42.84,45.73,38.22,38.96,37.58,38.33,6295302,2.22,2.28,2.07,2.13,13087124
2/26/09 0:00,75.62,79.67,75.53,77.82,363000000,31.7,32.74,31.61,32.33,82132,44.66,45.33,41.91,43.75,37.52,38.89,37.5,38.63,5526503,2.09,2.28,2.09,2.26,11036981
2/27/09 0:00,73.93,75.69,73.81,74.01,471000000,31.57,32.02,31.23,31.24,183229,46.35,47.34,44.46,44.66,36.81,37.59,36.66,36.83,7457768,2.18,2.2,2.05,2.08,14342225
3/2/09 0:00,70.6,73.92,70.37,72.52,426000000,30.53,31.59,30.43,31.02,185548,52.65,53.25,48.35,49.96,35.1,36.27,34.95,36.04,8559075,2.01,2.21,2.01,2.13,15345047
3/3/09 0:00,70.07,71.7,69.64,71.61,444000000,30.6,31.1,30.24,30.77,182420,50.93,52.76,48.5,52.65,34.8,35.59,34.52,35.54,7251406,2.07,2.19,2.07,2.14,18597816
3/4/09 0:00,71.73,72.87,70.07,71.23,463000000,31.31,31.75,30.87,30.91,112232,47.56,48.83,45.02,48.02,35.56,36.16,34.97,35.35,6849528,2.3,2.33,2.14,2.15,21190008
3/5/09 0:00,68.8,71.73,68.17,70.1,486000000,30.27,31.23,30.19,30.8,94582,50.17,51.95,46.98,47.56,34.12,35.18,33.83,34.76,5773147,2.16,2.3,2.14,2.21,10533497
3/6/09 0:00,68.92,70.45,67.1,69.4,490000000,30.1,30.74,29.3,30.41,103192,49.33,51.95,47.65,50.17,34.11,34.9,33.26,34.4,6384050,2.14,2.22,2.09,2.19,9515169
3/9/09 0:00,68.11,70,67.73,67.95,380000000,29.36,30.41,29.13,29.59,83174,49.68,51.34,48.4,49.35,33.7,34.7,33.55,33.67,7974015,2.14,2.26,2.1,2.11,9493642
3/10/09 0:00,72.17,72.37,69.37,69.51,406000000,31.17,31.25,29.74,29.74,83003,44.37,49.68,43.88,49.68,35.85,35.88,34.36,34.42,5978954,2.32,2.35,2.19,2.21,14928471
3/11/09 0:00,72.64,73.75,71.83,73,357000000,32.04,32.28,31.22,31.64,238013,43.61,44.26,42.36,43.35,35.98,36.59,35.64,36.23,5740159,2.31,2.35,2.25,2.33,11985983
3/12/09 0:00,75.5,75.75,71.97,72.62,410000000,32.86,33,31.74,32.13,153246,41.18,43.98,40.75,43.53,37.46,37.62,35.65,35.99,5478035,2.4,2.44,2.27,2.3,14601341
3/13/09 0:00,76.09,76.98,74.73,76.01,337000000,32.9,33.07,32.45,33.02,127708,42.36,43.52,40.03,40.99,37.86,37.96,37.13,37.81,6277013,2.52,2.6,2.35,2.39,14898435
3/16/09 0:00,75.86,77.97,75.81,76.96,361000000,32.36,33.18,32.34,33.14,177426,43.74,44.23,42.36,42.36,37.65,38.68,37.59,38.3,5805546,2.48,2.72,2.44,2.51,22781876
3/17/09 0:00,78.18,78.36,75.45,76.07,357000000,33.46,33.46,32.43,32.63,93119,40.8,44.59,40.74,44.23,38.84,38.84,37.39,37.71,4114140,2.76,2.88,2.43,2.48,22848892
3/18/09 0:00,79.93,80.9,77.07,77.81,474000000,34.07,34.55,33.32,33.38,140104,40.06,42.39,38.98,41.14,39.67,40.18,38.27,38.65,7645575,2.97,2.97,2.73,2.76,14561139
3/19/09 0:00,78.94,81,78.69,80.93,429000000,34.17,34.74,34.1,34.72,124151,43.68,44.17,38.79,40.06,39.27,40.3,39.17,40.28,4713851,2.96,3.19,2.84,3.04,18554448
3/20/09 0:00,76.71,78.91,76.53,78.76,371000000,33.55,34.69,33.4,34.31,81684,45.89,47.63,43.07,43.6,38.44,39.51,38.31,39.42,3407003,2.67,3.1,2.67,2.97,17894080
3/23/09 0:00,82.22,82.29,78.31,78.74,420000000,35.62,35.62,34.16,34.43,175680,43.23,45.89,41.27,45.89,41.11,41.13,39.24,39.43,5693420,3.02,3.03,2.83,2.87,13738403
3/24/09 0:00,80.6,82.36,80.51,81.24,331000000,35.1,35.7,35,35.38,132428,42.93,44,41.63,43.24,40.29,41.2,40.29,40.65,5061348,3.14,3.2,2.88,2.96,19895904
3/25/09 0:00,81.45,82.7,79.06,81.23,442000000,35.27,35.89,34.37,35.28,97255,42.25,44.2,40.81,42.35,40.43,41.11,39.24,40.36,6892685,3.17,3.78,2.93,3.21,33629924
3/26/09 0:00,83.11,83.3,81.32,82.25,422000000,36.46,36.54,35.61,35.72,219134,40.36,42.25,40.17,42.25,41.44,41.45,40.5,40.92,6266204,3.56,3.59,3.21,3.3,24287452
3/27/09 0:00,81.61,82.53,81.31,82.05,322000000,35.56,36.18,35.53,36.18,239478,41.04,42.13,40.36,40.36,40.66,41.1,40.49,40.88,4531190,3.37,3.55,3.35,3.43,11207185
3/30/09 0:00,78.79,79.87,77.96,79.8,324000000,34.63,35.05,34.16,35.05,118332,45.54,46.28,44.86,44.86,39.23,39.78,38.79,39.78,5386198,3.19,3.29,3.1,3.2,12112569
3/31/09 0:00,79.52,81.08,79.05,79.56,364000000,35.23,35.91,34.96,35.05,131780,44.14,45.54,42.27,45.54,39.58,40.38,39.34,39.62,4491027,3.05,3.36,3.04,3.31,20778494
4/1/09 0:00,81.06,81.42,78.33,78.53,377000000,36.02,36.09,34.7,34.84,236159,42.28,45.6,42.26,45.42,40.37,40.49,38.95,39.11,3246409,3.02,3.21,2.92,2.98,31558450
4/2/09 0:00,83.43,84.61,81.13,83.08,476000000,37.08,37.82,36.59,36.73,209701,42.04,42.68,40.3,42.28,41.58,42.2,41.23,41.35,5423811,3.16,3.25,3.04,3.19,22519222
4/3/09 0:00,84.26,84.28,82.67,83.49,285000000,37.74,37.75,37,37.19,157742,39.7,42.03,39.64,42.03,42.1,42.14,41.25,41.61,5391537,3.43,3.43,3.07,3.13,16143387
4/6/09 0:00,83.6,84.27,82.29,83.34,265000000,37.24,37.37,36.65,37.27,131901,40.93,43.02,40.83,41.96,41.69,41.83,41.1,41.7,4136135,3.53,3.56,3.25,3.3,15237607
4/7/09 0:00,81.65,82.65,81.51,82.25,259000000,36.32,36.88,36.16,36.8,148645,40.39,42.5,40.36,41.48,40.63,41.25,40.62,41.03,3986428,3.44,3.49,3.39,3.41,11662906
4/8/09 0:00,82.53,82.94,81.54,82.06,230000000,36.92,37.2,36.44,36.68,238151,38.85,40.86,38.7,40.39,41.2,41.34,40.64,40.86,2254973,3.68,3.73,3.43,3.5,16876874
4/9/09 0:00,85.81,85.82,84.33,84.67,270000000,38.16,38.31,37.53,37.8,139195,36.53,37.74,36.53,37.22,42.87,42.87,42.08,42.28,3068625,3.75,3.92,3.68,3.78,19033932
4/13/09 0:00,85.83,86.54,84.58,84.92,225000000,38.03,38.26,37.52,38.07,130364,37.81,38.91,37.51,38.32,42.93,43.24,42.25,42.49,3069660,3.61,3.78,3.54,3.75,16038532
